"SMILES","CASRN","RECORDID","MOLECULEID","EXTERNALID","N","NAME","NAME","INTRODUCER","MODIFIER","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Ionizable centre (smiles)","pKa predicted value","UNIT {pKa predicted value}","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","IC group given","Temperature","UNIT {Temperature}","COMMENTS","INCHI_KEY"
"NC1=C(Cl)C=CC=C1Cl","608-31-1","R430282","M22349","-","40","2,6-DICHLOROANILINE","-","Koerner","Koerner","A3633","-","476","1","0.422","Log unit","0.422","Log unit","Nc1c(Cl)cccc1Cl","","-","","","-","aniline","25.0","?C","-","JDMFXJULNGEPOI-UHFFFAOYSA"
"COC1=CC(=C(N)C=C1)[N+]([O-])=O","96-96-8","R430283","M18193","-","41","BENZENAMINE, 4-METHOXY-2-NITRO-","-","Koerner","Koerner","A3633","-","476","1","0.77","Log unit","0.77","Log unit","Nc1c([N+](=O)[O-])cc(cc1)OC","","-","","","-","aniline","25.0","?C","-","QFMJFXFXQAFGBO-UHFFFAOYSA"
"CC1=C(N)C=CC(=C1)[N+]([O-])=O","99-52-5","R430284","M13231","-","42","4-NITRO-2-TOLUIDINE","-","Koerner","Koerner","A3633","-","476","1","1.04","Log unit","1.04","Log unit","Nc1c(cc([N+](=O)[O-])cc1)C","","-","","","-","aniline","25.0","?C","-","XTTIQGSLJBWVIV-UHFFFAOYSA"
"NC1=CC=CC(Cl)=C1Cl","608-27-5","R430285","M999","-","43","2,3-DICHLOROANILINE","-","Koerner","Koerner","A3633","-","476","1","1.761","Log unit","1.761","Log unit","Nc1c(Cl)c(ccc1)Cl","","-","","","-","aniline","25.0","?C","-","BRPSAOUFIJSKOT-UHFFFAOYSA"
"NC1=C(Cl)C=C(Cl)C=C1","554-00-7","R430286","M5772","-","44","2,4-dichloroaniline","-","Koerner","Koerner","A3633","-","476","1","2.0","Log unit","2.0","Log unit","Nc1c(Cl)cc(cc1)Cl","","-","","","-","aniline","25.0","?C","-","KQCMTOWTPBNWDB-UHFFFAOYSA"
"CCOC(=O)C1=C(N)C=CC=C1","87-25-2","R430287","M17843","-","45","O-AMINOBENZOIC ACID, ETHYL ESTER","-","Koerner","Koerner","A3633","-","476","1","2.18","Log unit","2.18","Log unit","Nc1c(cccc1)C(=O)OCC","","-","","","-","aniline","25.0","?C","-","TWLLPUMZVVGILS-UHFFFAOYSA"
"COC(=O)C1=C(N)C=CC=C1","134-20-3","R430288","M19421","-","46","METHYL ANTHRANILATE","-","Koerner","Koerner","A3633","-","476","1","2.23","Log unit","2.23","Log unit","Nc1c(cccc1)C(=O)OC","","-","","","-","aniline","25.0","?C","-","VAMXMNNIEUEQDV-UHFFFAOYSA"
"CC1=C(N)C=C(C=C1)[N+]([O-])=O","99-55-8","R430289","M18289","-","47","5-NITRO-2-TOLUIDINE","-","Koerner","Koerner","A3633","-","476","1","2.345","Log unit","2.345","Log unit","Nc1cc([N+](=O)[O-])ccc1C","","-","","","-","aniline","25.0","?C","-","DSBIJCMXAIKKKI-UHFFFAOYSA"
"CC1=C(C)C(=C(C)C(C)=C1N)[N+]([O-])=O","13171-61-4","R430290","M32800","-","48","2,3,5,6-TETRAMETHYL-4-NITROBENZENAMINE","-","Koerner","Koerner","A3633","-","476","1","2.36","Log unit","2.36","Log unit","Nc1c(c(c([N+](=O)[O-])c(c1C)C)C)C","","-","","","-","aniline","25.0","?C","-","HALLPDRKHGFBAB-UHFFFAOYSA"
"COC1=C(N)C=C(C=C1)[N+]([O-])=O","99-59-2","R430291","M18291","-","49","2-METHOXY-5-NITROANILINE","-","Koerner","Koerner","A3633","-","476","1","2.49","Log unit","2.49","Log unit","Nc1cc([N+](=O)[O-])ccc1OC","","-","","","-","aniline","25.0","?C","-","NIPDVSLAMPAWTP-UHFFFAOYSA"
"NC1=C(Br)C=CC=C1","615-36-1","R430292","M339","-","50","o-Bromoaniline","-","Koerner","Koerner","A3633","-","476","1","2.53","Log unit","2.53","Log unit","Nc1c(Br)cccc1","","-","","","-","aniline","25.0","?C","-","AOPBDRUWRLBSDB-UHFFFAOYSA"
"NC1=C(I)C=CC=C1","615-43-0","R430293","M10934","-","51","2-Iodoaniline","-","Koerner","Koerner","A3633","-","476","1","2.6","Log unit","2.6","Log unit","Nc1c(I)cccc1","","-","","","-","aniline","25.0","?C","-","UBPDKIDWEADHPP-UHFFFAOYSA"
"NC1=C(C=CC=C1[N+]([O-])=O)[N+]([O-])=O","606-22-4","R430294","M9094","-","52","2,6-Dinitroaniline","-","Koerner","Koerner","A3633","-","476","1","-5.0","Log unit","-5.0","Log unit","Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-]","","-","","","-","aniline","","-","-","QFUSCYRJMXLNRB-UHFFFAOYSA"
"NC1=C(Cl)C=C(Cl)C=C1Cl","634-93-5","R430295","M7159","-","53","2,4,6-trichloroaniline","-","Koerner","Koerner","A3633","-","476","1","-0.03","Log unit","-0.03","Log unit","Nc1c(Cl)cc(cc1Cl)Cl","","-","","","-","aniline","","-","-","NATVSFWWYVJTAZ-UHFFFAOYSA"
"NC1=CC(Cl)=C(Cl)C=C1Cl","636-30-6","R430296","M3513","-","54","2,4,5-Trichloroaniline","-","Koerner","Koerner","A3633","-","476","1","1.09","Log unit","1.09","Log unit","Nc1cc(c(Cl)cc1Cl)Cl","","-","","","-","aniline","","-","-","GUMCAKKKNKYFEB-UHFFFAOYSA"
"COC1=CC(N)=C(OC)C=C1","102-56-7","R430297","M18419","-","55","2,5-DIMETHOXYANILINE","-","Koerner","Koerner","A3633","-","476","1","3.93","Log unit","3.93","Log unit","Nc1c(ccc(c1)OC)OC","","-","","","-","aniline","","-","-","NAZDVUBIEPVUKE-UHFFFAOYSA"
"C[C@H](O)C(O)=O","50-21-5","R430298","M64877","-","1","Lactic acid","-","Koerner","Koerner","A3183","-","466","6","3.86","Log unit","3.86","Log unit","OC(=O)C(O)C","","-","","","-","aliph. carboxylic acid","20.0","?C","-","JVTAAEKCZFNVCJ-REOHCLBHSA"
"COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O","53-86-1","R430299","M1329","-","2","Indomethacin","-","Koerner","Koerner","A3183","-","466","6","4.5","Log unit","4.5","Log unit","OC(=O)Cc1c2c(n(C(=O)c3ccc(Cl)cc3)c1C)ccc(c2)OC","","-","","","-","aliph. carboxylic acid","","-","-","CGIGDMFJXJATDK-UHFFFAOYSA"
"NC1=CC=C(C=C1)C(=O)NCC(O)=O","61-78-9","R430300","M4045","-","3","N-(4-AMINOBENZOYL)-GLYCINE","-","Koerner","Koerner","A3183","-","466","6","3.8","Log unit","3.8","Log unit","OC(=O)CNC(=O)c1ccc(cc1)N","","-","","","-","aliph. carboxylic acid","","-","-","HSMNQINEKMPTIC-UHFFFAOYSA"
"CC1(C)S[C@@H]2[C@H](NC(=O)CC3=CC=CC=C3)C(=O)N2[C@@H]1C(O)=O","61-33-6","R430301","M130893","-","4","Benzylpenicillin","-","Koerner","Koerner","A3183","-","466","6","2.74","Log unit","2.74","Log unit","OC(=O)C1N2C(SC1(C)C)C(C2=O)NC(=O)Cc1ccccc1","","-","","","-","aliph. carboxylic acid","25.0","?C","-","JGSARLDLIJGVTE-YRGRVCCFSA"
"COC1=CC=CC(OC)=C1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@H](N2C1=O)C(O)=O","61-32-5","R430302","M130894","-","5","Methicillin","-","Koerner","Koerner","A3183","-","466","6","2.77","Log unit","2.77","Log unit","OC(=O)C1N2C(SC1(C)C)C(C2=O)NC(=O)c1c(cccc1OC)OC","","-","","","-","aliph. carboxylic acid","","-","-","RJQXTJLFIWVMTO-LALPHHSUSA"
"OC(=O)CI","64-69-7","R430303","M17284","-","6","IODO-ACETIC ACID","-","Koerner","Koerner","A3183","-","466","6","3.15","Log unit","3.15","Log unit","OC(=O)CI","","-","","","-","aliph. carboxylic acid","","-","-","JDNTWHVOXJZDSN-UHFFFAOYSA"
"CC(O)=O","64-19-7","R430304","M9421","-","7","acetic acid","-","Koerner","Koerner","A3183","-","466","6","4.76","Log unit","4.76","Log unit","OC(=O)C","","-","","","-","aliph. carboxylic acid","25.0","?C","-","QTBSBXVTEAMEQO-UHFFFAOYSA"
"OC(=O)CS","68-11-1","R430305","M1693","-","8","Mercaptoacetic acid","-","Koerner","Koerner","A3183","-","466","6","3.55","Log unit","3.55","Log unit","OC(=O)CS","","-","","","-","aliph. carboxylic acid","","-","-","CWERGRDVMFNCDR-UHFFFAOYSA"
"CC(Cl)(Cl)C(O)=O","75-99-0","R430306","M17427","-","9","DALAPON","-","Koerner","Koerner","A3183","-","466","6","1.79","Log unit","1.79","Log unit","OC(=O)C(Cl)(Cl)C","","-","","","-","aliph. carboxylic acid","","-","-","NDUPDOJHUQKPAG-UHFFFAOYSA"
"CC(C)(C)C(O)=O","75-98-9","R430307","M4682","-","10","2,2-Dimethyl propanoic acid","-","Koerner","Koerner","A3183","-","466","6","5.031","Log unit","5.031","Log unit","OC(=O)C(C)(C)C","","-","","","-","aliph. carboxylic acid","25.0","?C","-","IUGYQRQAERSCNH-UHFFFAOYSA"
"OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","76-93-7","R430308","M11153","-","11","benzilic acid","-","Koerner","Koerner","A3183","-","466","6","3.05","Log unit","3.05","Log unit","OC(=O)C(O)(c1ccccc1)c1ccccc1","","-","","","-","aliph. carboxylic acid","18.0","?C","-","UKXSKSHDVLQNKG-UHFFFAOYSA"
"OC(=O)C(F)(F)F","76-05-1","R430309","M15134","-","12","Trifluoroacetic acid","-","Koerner","Koerner","A3183","-","466","6","0.52","Log unit","0.52","Log unit","OC(=O)C(F)(F)F","","-","","","-","aliph. carboxylic acid","25.0","?C","-","DTQVDTLACAAQTR-UHFFFAOYSA"
"OC(=O)C(Cl)(Cl)Cl","76-03-9","R430310","M17430","-","13","TRICHLOROACETIC ACID","-","Koerner","Koerner","A3183","-","466","6","0.512","Log unit","0.512","Log unit","OC(=O)C(Cl)(Cl)Cl","","-","","","-","aliph. carboxylic acid","","-","-","YNJBWRMUSHSURL-UHFFFAOYSA"
"C[C@@]12[C@H]3[C@H](C(O)=O)[C@@]45CC(=C)[C@@](O)(C4)CC[C@H]5[C@]3(OC1=O)C=C[C@@H]2O","77-06-5","R430311","M4763","-","14","gibberellic acid","-","Koerner","Koerner","A3183","-","466","6","4.0","Log unit","4.0","Log unit","OC(=O)C1C2[C@@]3(OC(=O)[C@@]2(C(C=C3)O)C)C2[C@@]31C[C@@](CC2)(C(=C)C3)O","","-","","","-","aliph. carboxylic acid","","-","-","IXORZMNAPKEEDV-OBDJNFEBSA"
"OC(=O)C(Cl)Cl","79-43-6","R430312","M17565","-","15","DICHLOROACETIC ACID","-","Koerner","Koerner","A3183","-","466","6","1.26","Log unit","1.26","Log unit","OC(=O)C(Cl)Cl","","-","","","-","aliph. carboxylic acid","","-","-","JXTHNDFMNIQAHM-UHFFFAOYSA"
"CC(C)C(O)=O","79-31-2","R430313","M5785","-","16","isobutyric acid","-","Koerner","Koerner","A3183","-","466","6","4.84","Log unit","4.84","Log unit","OC(=O)C(C)C","","-","","","-","aliph. carboxylic acid","20.0","?C","-","KQNPFQTWMSNSAP-UHFFFAOYSA"
"OCC(O)=O","79-14-1","R430314","M94","-","17","hydroxyacetic acid","-","Koerner","Koerner","A3183","-","466","6","3.83","Log unit","3.83","Log unit","OC(=O)CO","","-","","","-","aliph. carboxylic acid","","-","-","AEMRFAOFKBGASW-UHFFFAOYSA"
"OC(=O)CCl","79-11-8","R430315","M2769","-","18","chloroacetic acid","-","Koerner","Koerner","A3183","-","466","6","2.866","Log unit","2.866","Log unit","OC(=O)CCl","","-","","","-","aliph. carboxylic acid","25.0","?C","-","FOCAUTSVDIKZOP-UHFFFAOYSA"
"CCC(O)=O","79-09-4","R430316","M12780","-","19","Propionic Acid","-","Koerner","Koerner","A3183","-","466","6","4.875","Log unit","4.875","Log unit","OC(=O)CC","","-","","","-","aliph. carboxylic acid","","-","-","XBDQKXXYIPTUBI-UHFFFAOYSA"
"OC(=O)CBr","79-08-3","R430317","M5489","-","20","Bromoacetic Acid","-","Koerner","Koerner","A3183","-","466","6","2.89","Log unit","2.89","Log unit","OC(=O)CBr","","-","","","-","aliph. carboxylic acid","20.0","?C","-","KDPAWGWELVVRCH-UHFFFAOYSA"
"C[C@H](CCC(O)=O)[C@@H]1CC[C@@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@@]12C","81-25-4","R430318","M130895","-","21","cholic acid","-","Koerner","Koerner","A3183","-","466","6","4.98","Log unit","4.98","Log unit","OC(=O)CCC(C1[C@@]2(C(O)CC3C(C2CC1)C(CC1[C@@]3(CCC(C1)O)C)O)C)C","","-","","","-","aliph. carboxylic acid","20.0","?C","-","BHQCQFFYRZLCQQ-KFEKEGRESA"
"OC(=O)CC1=C(Cl)C=CC(Cl)=C1Cl","85-34-7","R430319","M9561","-","22","Fenac","-","Koerner","Koerner","A3183","-","466","6","3.7","Log unit","3.7","Log unit","OC(=O)Cc1c(Cl)c(ccc1Cl)Cl","","-","","","-","aliph. carboxylic acid","25.0","?C","-","QZXCCPZJCKEPSA-UHFFFAOYSA"
"OC(=O)CC1=CC=CC2=C1C=CC=C2","86-87-3","R430320","M8773","-","23","NAPHTHALENEACETIC ACID","-","Koerner","Koerner","A3183","-","466","6","4.23","Log unit","4.23","Log unit","OC(=O)Cc1c2c(ccc1)cccc2","","-","","","-","aliph. carboxylic acid","25.0","?C","-","PRPINYUDVPFIRX-UHFFFAOYSA"
"OC(=O)CC1=CNC2=C1C=CC=C2","87-51-4","R430321","M10299","-","24","indole-3-acetic acid","-","Koerner","Koerner","A3183","-","466","6","4.75","Log unit","4.75","Log unit","OC(=O)Cc1c2c([nH]c1)cccc2","","-","","","-","aliph. carboxylic acid","","-","-","SEOVTRFCIGRIMH-UHFFFAOYSA"
"CC1(C)S[C@@H]2[C@H](NC(=O)COC3=CC=CC=C3)C(=O)N2[C@@H]1C(O)=O","87-08-1","R430322","M933","-","25","Phenoxymethylpenicillin","-","Koerner","Koerner","A3183","-","466","6","2.79","Log unit","2.79","Log unit","OC(=O)C1N2C(SC1(C)C)C(C2=O)NC(=O)COc1ccccc1","","-","","","-","aliph. carboxylic acid","","-","-","BPLBGHOLXOTWMN-YRGRVCCFSA"
"CCC(CC)C(O)=O","88-09-5","R430323","M8338","-","26","2-ethylbutyric acid","-","Koerner","Koerner","A3183","-","466","6","4.71","Log unit","4.71","Log unit","OC(=O)C(CC)CC","","-","","","-","aliph. carboxylic acid","20.0","?C","-","OXQGTIUCKGYOAA-UHFFFAOYSA"
"O[C@H](C(O)=O)C1=CC=CC=C1","90-64-2","R430324","M117019","-","27","A-HYDROXYPHENYLACETIC ACID","-","Koerner","Koerner","A3183","-","466","6","3.41","Log unit","3.41","Log unit","OC(=O)C(O)c1ccccc1","","-","","","-","aliph. carboxylic acid","25.0","?C","-","IWYDHOAUDWTVEP-ZETCQYMHSA"
"OC(=O)COC1=CC(Cl)=C(Cl)C=C1Cl","93-76-5","R430325","M10491","-","28","2,4,5-trichlorophenoxyacetic acid","-","Koerner","Koerner","A3183","-","466","6","2.833","Log unit","2.833","Log unit","OC(=O)COc1cc(c(Cl)cc1Cl)Cl","","-","","","-","aliph. carboxylic acid","25.0","?C","-","SMYMJHWAQXWPDB-UHFFFAOYSA"
"C[C@H](OC1=CC(Cl)=C(Cl)C=C1Cl)C(O)=O","93-72-1","R430326","M130896","-","29","Silvex","-","Koerner","Koerner","A3183","-","466","6","2.84","Log unit","2.84","Log unit","OC(=O)C(Oc1cc(c(Cl)cc1Cl)Cl)C","","-","","","-","aliph. carboxylic acid","","-","-","ZLSWBLPERHFHIS-BYPYZUCNSA"
"OC(=O)CCCOC1=C(Cl)C=C(Cl)C=C1","94-82-6","R430327","M13560","-","30","4-(2,4-DICHLOROPHENOXY)BUTYRIC ACID","-","Koerner","Koerner","A3183","-","466","6","4.95","Log unit","4.95","Log unit","OC(=O)CCCOc1c(Cl)cc(cc1)Cl","","-","","","-","aliph. carboxylic acid","25.0","?C","-","YIVXMZJTEQBPQO-UHFFFAOYSA"
"COC(=O)C1=CC=NC=C1","2459-09-8","R430128","M8059","-","143","I-NICOTINIC ACID, METHYL ESTER","-","Koerner","Koerner","A3633","-","479","5","3.26","Log unit","3.26","Log unit","n1ccc(cc1)C(=O)OC","","-","","","-","pyridine (meta/para)","22.0","?C","-","OLXYLDUSSBULGU-UHFFFAOYSA"
"ClC1=CC(Cl)=CN=C1","2457-47-8","R430129","M12493","-","144","3,5-Dichloropyridine","-","Koerner","Koerner","A3633","-","479","5","0.67","Log unit","0.67","Log unit","n1cc(Cl)cc(c1)Cl","","-","","","-","pyridine (meta/para)","25.0","?C","-","WPGHPGAUFIJVJF-UHFFFAOYSA"
"OC(=O)C1=CC(=CN=C1)C(O)=O","499-81-0","R430130","M20943","-","145","DINICOTINIC ACID","-","Koerner","Koerner","A3633","-","479","5","1.1","Log unit","1.1","Log unit","n1cc(cc(c1)C(=O)O)C(=O)O","","-","","","-","pyridine (meta/para)","25.0","?C","-","MPFLRYZEEAQMLQ-UHFFFAOYSA"
"ClC1=CN=CC=C1","626-60-8","R430131","M8880","-","146","3-chloropyridine","-","Koerner","Koerner","A3633","-","479","5","2.84","Log unit","2.84","Log unit","n1cc(Cl)ccc1","","-","","","-","pyridine (meta/para)","25.0","?C","-","PWRBCZZQRRPXAB-UHFFFAOYSA"
"FC1=CN=CC=C1","372-47-4","R430132","M20255","-","147","3-FLUOROPYRIDINE","-","Koerner","Koerner","A3633","-","479","5","2.97","Log unit","2.97","Log unit","n1cc(F)ccc1","","-","","","-","pyridine (meta/para)","25.0","?C","-","CELKOWQJPVJKIL-UHFFFAOYSA"
"CC(=O)C1=CN=CC=C1","350-03-8","R430133","M12202","-","148","3-ACETYLPYRIDINE","-","Koerner","Koerner","A3633","-","479","5","3.18","Log unit","3.18","Log unit","n1cc(ccc1)C(=O)C","","-","","","-","pyridine (meta/para)","25.0","?C","-","WEGYGNROSJDEIW-UHFFFAOYSA"
"IC1=CN=CC=C1","1120-90-7","R430134","M24632","-","149","3-IODOPYRIDINE","-","Koerner","Koerner","A3633","-","479","5","3.25","Log unit","3.25","Log unit","n1cc(I)ccc1","","-","","","-","pyridine (meta/para)","25.0","?C","-","XDELKSRGBLWMBA-UHFFFAOYSA"
"OC(=O)C1=CN=CC=C1","59-67-6","R430135","M8847","-","150","nicotinic acid","-","Koerner","Koerner","A3633","-","479","5","2.07","Log unit","2.07","Log unit","n1cc(ccc1)C(=O)O","","-","","","-","pyridine (meta/para)","25.0","?C","-","PVNIIMVLHYAWGP-UHFFFAOYSA"
"OCC1=CN=CC=C1","100-55-0","R430136","M7057","-","151","3-pyridinemethanol","-","Koerner","Koerner","A3633","-","479","5","4.9","Log unit","4.9","Log unit","n1cc(ccc1)CO","","-","","","-","pyridine (meta/para)","25.0","?C","-","MVQVNTPHUGQQHK-UHFFFAOYSA"
"OCC1=CC=NC=C1","586-95-8","R430137","M8805","-","152","4-Pyridinemethanol","-","Koerner","Koerner","A3633","-","479","5","5.33","Log unit","5.33","Log unit","n1ccc(cc1)CO","","-","","","-","pyridine (meta/para)","25.0","?C","-","PTMBWNZJOQBTBK-UHFFFAOYSA"
"OCCCC1=CN=CC=C1","2859-67-8","R430138","M14408","-","153","3-Pyridinepropanol","-","Koerner","Koerner","A3633","-","479","5","5.47","Log unit","5.47","Log unit","n1cc(ccc1)CCCO","","-","","","-","pyridine (meta/para)","25.0","?C","-","ZUGAIMFLQLPTKB-UHFFFAOYSA"
"CCC1=CN=CC=C1","536-78-7","R430139","M21403","-","154","3-ETHYLPYRIDINE","-","Koerner","Koerner","A3633","-","479","5","5.56","Log unit","5.56","Log unit","n1cc(ccc1)CC","","-","","","-","pyridine (meta/para)","25.0","?C","-","MFEIKQPHQINPRI-UHFFFAOYSA"
"C(C1=CC=CC=C1)C1=CC=NC=C1","2116-65-6","R430140","M1826","-","155","4-Benzylpyridine","-","Koerner","Koerner","A3633","-","479","5","5.59","Log unit","5.59","Log unit","n1ccc(cc1)Cc1ccccc1","","-","","","-","pyridine (meta/para)","25.0","?C","-","DBOLXXRVIFGDTI-UHFFFAOYSA"
"OCCC1=CC=NC=C1","5344-27-4","R430141","M2342","-","156","4-Pyridineethanol","-","Koerner","Koerner","A3633","-","479","5","5.6","Log unit","5.6","Log unit","n1ccc(cc1)CCO","","-","","","-","pyridine (meta/para)","25.0","?C","-","DWPYQDGDWBKJQL-UHFFFAOYSA"
"C=CC1=CC=NC=C1","100-43-6","R430142","M18322","-","157","4-VINYLPYRIDINE","-","Koerner","Koerner","A3633","-","479","5","5.62","Log unit","5.62","Log unit","n1ccc(cc1)C=C","","-","","","-","pyridine (meta/para)","25.0","?C","-","KFDVPJUYSDEJTH-UHFFFAOYSA"
"CC1=CN=CC=C1","108-99-6","R430143","M4670","-","158","3-METHYLPYRIDINE","-","Koerner","Koerner","A3633","-","479","5","5.63","Log unit","5.63","Log unit","n1cc(ccc1)C","","-","","","-","pyridine (meta/para)","25.0","?C","-","ITQTTZVARXURQS-UHFFFAOYSA"
"OCCCC1=CC=NC=C1","2629-72-3","R430144","M8950","-","159","4-Pyridinepropanol","-","Koerner","Koerner","A3633","-","479","5","5.84","Log unit","5.84","Log unit","n1ccc(cc1)CCCO","","-","","","-","pyridine (meta/para)","25.0","?C","-","PZVZGDBCMQBRMA-UHFFFAOYSA"
"CCC1=CC=NC=C1","536-75-4","R430145","M21402","-","160","4-ETHYLPYRIDINE","-","Koerner","Koerner","A3633","-","479","5","5.87","Log unit","5.87","Log unit","n1ccc(cc1)CC","","-","","","-","pyridine (meta/para)","25.0","?C","-","VJXRKZJMGVSXPX-UHFFFAOYSA"
"CC1=CC=NC=C1","108-89-4","R430146","M2669","-","161","4-Methylpyridine","-","Koerner","Koerner","A3633","-","479","5","5.98","Log unit","5.98","Log unit","n1ccc(cc1)C","","-","","","-","pyridine (meta/para)","25.0","?C","-","FKNQCJSGGFJEIZ-UHFFFAOYSA"
"CC(C)(C)C1=CC=NC=C1","3978-81-2","R430147","M28886","-","162","4-(TERT-BUTYL)PYRIDINE","-","Koerner","Koerner","A3633","-","479","5","5.99","Log unit","5.99","Log unit","n1ccc(cc1)C(C)(C)C","","-","","","-","pyridine (meta/para)","25.0","?C","-","YSHMQTRICHYLGF-UHFFFAOYSA"
"CCCC1=CC=NC=C1","1122-81-2","R430148","M4865","-","163","4-Propylpyridine","-","Koerner","Koerner","A3633","-","479","5","6.05","Log unit","6.05","Log unit","n1ccc(cc1)CCC","","-","","","-","pyridine (meta/para)","25.0","?C","-","JAWZAONCXMJLFT-UHFFFAOYSA"
"CC1=CC(C)=CN=C1","591-22-0","R430149","M4166","-","164","3,5-dimethylpyridine","-","Koerner","Koerner","A3633","-","479","5","6.15","Log unit","6.15","Log unit","n1cc(cc(c1)C)C","","-","","","-","pyridine (meta/para)","25.0","?C","-","HWWYDZCSSYKIAD-UHFFFAOYSA"
"CC1=CC=NC=C1C","583-58-4","R430150","M7609","-","165","3,4-dimethylpyridine","-","Koerner","Koerner","A3633","-","479","5","6.46","Log unit","6.46","Log unit","n1cc(c(cc1)C)C","","-","","","-","pyridine (meta/para)","25.0","?C","-","NURQLCJSMXZBPC-UHFFFAOYSA"
"COC1=CC=NC=C1","620-08-6","R430151","M22623","-","166","4-METHOXYPYRIDINE","-","Koerner","Koerner","A3633","-","479","5","6.47","Log unit","6.47","Log unit","n1ccc(cc1)OC","","-","","","-","pyridine (meta/para)","25.0","?C","-","XQABVLBGNWBWIV-UHFFFAOYSA"
"CN(C)CCC1=CN=CC=C1","20173-26-6","R430152","M34924","-","167","N,N-DIME-2-(3-PYRIDYL)ETHYLAMINE","-","Koerner","Koerner","A3633","-","479","5","4.3","Log unit","4.3","Log unit","n1cc(CCN(C)C)ccc1","","-","","","-","pyridine (meta/para)","25.0","?C","-","DZOSVKUXMNMXTK-UHFFFAOYSA"
"C1CC[C@H](NC1)C1=CN=CC=C1","494-52-0","R430153","M7018","-","168","Anabasine","-","Koerner","Koerner","A3633","-","479","5","3.21","Log unit","3.21","Log unit","n1cc(C2NCCCC2)ccc1","","-","","","-","pyridine (meta/para)","30.0","?C","-","MTXSIJUGVMTTMU-JTQLQIEISA"
"N#CC1=CC=NC=C1","100-48-1","R430154","M3404","-","169","4-Cyanopyridine","-","Koerner","Koerner","A3633","-","479","5","1.9","Log unit","1.9","Log unit","n1ccc(cc1)C#N","","-","","","-","pyridine (meta/para)","","-","-","GPHQHTOMRSGBNZ-UHFFFAOYSA"
"CN1CCC[C@H]1C1=CN=CC=C1","54-11-5","R430155","M10502","-","170","Nicotine","-","Koerner","Koerner","A3633","-","479","5","3.1","Log unit","3.1","Log unit","n1cc(C2N(CCC2)C)ccc1","","-","","","-","pyridine (meta/para)","","-","-","SNICXCGAKADSCV-JTQLQIEISA"
"CCN(CC)C(=O)C1=CN=CC=C1","59-26-7","R430156","M17195","-","171","NIKETHAMIDE","-","Koerner","Koerner","A3633","-","479","5","3.5","Log unit","3.5","Log unit","n1cc(C(=O)N(CC)CC)ccc1","","-","","","-","pyridine (meta/para)","","-","-","NCYVXEGFNDZQCU-UHFFFAOYSA"
"OC(=O)\C=C\C(=O)C1=CN=CC=C1","109151-40-8","R430157","M55155","-","172","(E)-3-NICOTINOYLACRYLIC ACID","-","Koerner","Koerner","A3633","-","479","5","3.82","Log unit","3.82","Log unit","n1cc(ccc1)C(=O)C=CC(=O)O","","-","","","-","pyridine (meta/para)","","-","-","QUXOSVRKGMZFHW-ONEGZZNKSA"
"C1=CC=C(C=C1)C1=CN=CC=C1","1008-88-4","R430158","M3861","-","173","3-Phenylpyridine","-","Koerner","Koerner","A3633","-","479","5","4.8","Log unit","4.8","Log unit","n1cc(ccc1)c1ccccc1","","-","","","-","pyridine (meta/para)","","-","-","HJKGBRPNSJADMB-UHFFFAOYSA"
"OC(=O)C1=CC=NC=C1","55-22-1","R430159","M17077","-","174","ISONICOTINIC ACID","-","Koerner","Koerner","A3633","-","479","5","1.7","Log unit","1.7","Log unit","n1ccc(cc1)C(=O)O","","-","","","-","pyridine (meta/para)","","-","-","TWBYWOBDOCUKOW-UHFFFAOYSA"
"C1=CC=NC=C1","110-86-1","R430160","M5279","-","175","pyridine","-","Koerner","Koerner","A3633","-","479","5","5.229","Log unit","5.229","Log unit","n1ccccc1","","-","","","-","pyridine (meta/para)","","-","-","JUJWROOIHBZHMG-UHFFFAOYSA"
"C1=CC=C(C=C1)C1=CC=NC=C1","939-23-1","R430161","M5312","-","176","4-Phenylpyridine","-","Koerner","Koerner","A3633","-","479","5","5.55","Log unit","5.55","Log unit","n1ccc(cc1)c1ccccc1","","-","","","-","pyridine (meta/para)","","-","-","JVZRCNQLWOELDU-UHFFFAOYSA"
"NCC1=CN=CC=C1","3731-52-0","R430162","M3725","-","177","3-PYRIDINEMETHANEAMINE","-","Koerner","Koerner","A3633","-","479","5","5.96","Log unit","5.96","Log unit","n1cc(CN)ccc1","","-","","","-","pyridine (meta/para)","","-","-","HDOUGSFASVGDCS-UHFFFAOYSA"
