"SMILES","CASRN","RECORDID","MOLECULEID","EXTERNALID","N","NAME","NAME","INTRODUCER","MODIFIER","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Ionizable centre (smiles)","pKa predicted value","UNIT {pKa predicted value}","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","IC group given","Temperature","UNIT {Temperature}","COMMENTS","INCHI_KEY"
"CN(C)CC1=CN=CC=C1","-","R933249","M26214","-","-","3-(DIMETHYLAMINOMETHYL)PYRIDINE","-","Koerner","charochkina","A3555","12767145","-","-","8.0","Log unit","8.0","Log unit","N(Cc1cccnc1)(C)C","8.728","Log unit","0","8.2772","Log unit","","","-","-","SLZCOYDOFRTTHF-UHFFFAOYSA"
"NC1=CC(=CC=C1)C(F)(F)F","-","R933250","M11729","-","-","3-(Trifluoromethyl)aniline","-","Koerner","charochkina","A3555","12767145","-","-","3.5","Log unit","3.5","Log unit","Nc1cc(ccc1)C(F)(F)F","4.736","Log unit","0","3.231","Log unit","","","-","-","VIUDTWATMPPKEL-UHFFFAOYSA"
"C(CC1=CC=CN=C1)N1CCCC1","-","R933251","M34925","-","-","3-[2-(N-PYRROLIDINYL)ETHYL]PYRIDINE","-","Koerner","charochkina","A3555","12767145","-","-","9.28","Log unit","9.28","Log unit","N1(CCc2cccnc2)CCCC1","8.736","Log unit","0","9.24","Log unit","","","-","-","YWULZWMGJASRBS-UHFFFAOYSA"
"CC(=O)NC1=CC=CN=C1","-","R933252","M5311","-","-","3-Acetamidopyridine","-","Koerner","charochkina","A3555","12767145","-","-","4.37","Log unit","4.37","Log unit","n1cc(NC(=O)C)ccc1","4.842","Log unit","0","4.3853","Log unit","","","-","-","JVYIBLHBCPSTKF-UHFFFAOYSA"
"CC(=O)C1=CC=CN=C1","-","R933253","M12202","-","-","3-ACETYLPYRIDINE","-","Koerner","charochkina","A3555","12767145","-","-","3.26","Log unit","3.26","Log unit","n1cc(ccc1)C(=O)C","3.696","Log unit","0","3.8224","Log unit","","","-","-","WEGYGNROSJDEIW-UHFFFAOYSA"
"NC1=CC2=C(C=CC=C2)C(=C1)C(O)=O","-","R933254","M124331","-","","3-AMINO-1-NAPHTHOICACID2","-","Koerner","charochkina","A3555","12767145","-","","4.39","Log unit","4.39","Log unit","Nc1cc(c2ccccc2c1)C(=O)O","4.768","Log unit","12","4.4016","Log unit","","","-","","YIPRQTYMJYGRER-UHFFFAOYSA"
"NCCCO","-","R933255","M12615","-","-","3-Amino-1-propanol","-","Koerner","charochkina","A3555","12767145","-","-","9.96","Log unit","9.96","Log unit","NCCCO","10.515","Log unit","0","9.8378","Log unit","","","-","-","WUGQZFFCHPXWKQ-UHFFFAOYSA"
"NC1=CC(=CC=C1)C(O)=O","-","R933256","M12880","-","","3-AMINOBENZOICACID2","-","Koerner","charochkina","A3555","12767145","-","","4.79","Log unit","4.79","Log unit","Nc1cccc(c1)C(=O)O","5.043","Log unit","1","4.8108","% ","","","-","","XFDUHJPVQKIXHO-UHFFFAOYSA"
"COC(=O)C1=CC=CC(N)=C1","-","R933257","M29445","-","-","3-AMINOBENZOICACIDMETHYLESTER","-","Koerner","charochkina","A3555","12767145","-","-","3.58","Log unit","3.58","Log unit","Nc1cccc(c1)C(=O)OC","3.64","Log unit","0","2.8527","Log unit","","","-","-","VZDNXXPBYLGWOS-UHFFFAOYSA"
"NC1=CC=CC(=C1)C#N","-","R933258","M7374","-","-","3-Aminobenzonitrile","-","Koerner","charochkina","A3555","12767145","-","-","1.74","Log unit","1.74","Log unit","Nc1cc(ccc1)C#N","4.455","Log unit","0","2.7457","Log unit","","","-","-","NJXPYZHXZZCTNI-UHFFFAOYSA"
"NC1=CC=CC(=C1)C1=CC=CC=C1","-","R933259","M120343","-","-","3-AMINOBIPHENYL","-","Koerner","charochkina","A3555","12767145","-","-","4.18","Log unit","4.18","Log unit","Nc1cccc(c1)c1ccccc1","3.803","Log unit","0","4.3368","Log unit","","","-","-","MUNOBADFTHUUFG-UHFFFAOYSA"
"C[C@H](N)CC(O)=O","-","R933260","M124975","-","-","3-AMINOBUTANOICACID2","-","Koerner","charochkina","A3555","12767145","-","-","10.14","Log unit","10.14","Log unit","NC(C)CC(=O)O","10.435","Log unit","0","10.5289","Log unit","","","-","-","OQEBBZSWEGYTPG-VKHMYHEASA"
"CC[C@H](N)CC(O)=O","-","R933261","M124332","-","-","3-AMINOPENTANOICACID2","-","Koerner","charochkina","A3555","12767145","-","-","10.4","Log unit","10.4","Log unit","NC(CC)CC(=O)O","10.309","Log unit","0","10.557","Log unit","","","-","-","QFRURJKLPJVRQY-BYPYZUCNSA"
"NCCC(O)=O","-","R933262","M18635","-","-","3-AMINOPROPANOICACID2","-","Koerner","charochkina","A3555","12767145","-","-","10.23","Log unit","10.23","Log unit","NCCC(=O)O","10.139","Log unit","0","10.3072","Log unit","","","-","-","UCMIRNVEIXFBKS-UHFFFAOYSA"
"NC1=CC=CN=C1","-","R933263","M1664","-","-","3-Aminopyridine","-","Koerner","charochkina","A3555","12767145","-","-","6.03","Log unit","6.03","Log unit","n1cc(ccc1)N","4.893","Log unit","0","5.748","Log unit","","","-","-","CUYKNJBYIJFRCU-UHFFFAOYSA"
"CNC1=C(Br)C=NC=C1","-","R933264","M124454","-","-","3-BROMO-4-METHYLAMINOPYRIDINE","-","Koerner","charochkina","A3555","12767145","-","-","7.49","Log unit","7.49","Log unit","n1cc(c(cc1)NC)Br","6.848","Log unit","0","7.2613","Log unit","","","-","-","CDKSEZAZZNDVCY-UHFFFAOYSA"
"NC1=CC=CC(Br)=C1","-","R933265","M1970","-","-","3-BROMOANILINE","-","Koerner","charochkina","A3555","12767145","-","-","3.53","Log unit","3.53","Log unit","Nc1cc(ccc1)Br","3.315","Log unit","0","3.5819","Log unit","","","-","-","DHYHYLGCQVVLOQ-UHFFFAOYSA"
"BrC1=CC=CN=C1","-","R933266","M7692","-","-","3-Bromopyridine","-","Koerner","charochkina","A3555","12767145","-","-","2.85","Log unit","2.85","Log unit","n1cc(ccc1)Br","3.086","Log unit","0","3.447","Log unit","","","-","-","NYPYPOZNGOXYSU-UHFFFAOYSA"
"BrC1=CC2=C(C=CC=C2)N=C1","-","R933267","M14106","-","-","3-Bromoquinoline","-","Koerner","charochkina","A3555","12767145","-","-","2.69","Log unit","2.69","Log unit","n1cc(cc2ccccc12)Br","3.138","Log unit","0","2.7544","Log unit","","","-","-","ZGIKWINFUGEQEO-UHFFFAOYSA"
"CC1=C(Cl)C=C(N)C=C1","-","R933268","M9956","-","-","3-Chloro-4-methylaniline","-","Koerner","charochkina","A3555","12767145","-","-","4.05","Log unit","4.05","Log unit","Nc1ccc(c(c1)Cl)C","3.847","Log unit","0","3.983","Log unit","","","-","-","RQKFYFNZSHWXAW-UHFFFAOYSA"
"CC1=C(N)C=CC=C1Cl","-","R933269","M14420","-","-","3-Chloro-o-toluidine","-","Koerner","charochkina","A3555","12767145","-","-","2.49","Log unit","2.49","Log unit","Nc1cccc(c1C)Cl","3.372","Log unit","0","3.4737","Log unit","","","-","-","ZUVPLKVDZNDZCM-UHFFFAOYSA"
"NC1=CC(Cl)=CC=C1","-","R933270","M8696","-","-","3-chloroaniline","-","Koerner","charochkina","A3555","12767145","-","-","3.52","Log unit","3.52","Log unit","Nc1cccc(c1)Cl","3.3","Log unit","0","3.4726","Log unit","","","-","-","PNPCRKVUWYDDST-UHFFFAOYSA"
"ClC1=CN=CC=C1","-","R933271","M8880","-","-","3-chloropyridine","-","Koerner","charochkina","A3555","12767145","-","-","2.48","Log unit","2.48","Log unit","n1cccc(c1)Cl","5.322","Log unit","0","3.3093","Log unit","","","-","-","PWRBCZZQRRPXAB-UHFFFAOYSA"
"N#CC1=CC=CN=C1","-","R933272","M3634","-","-","3-Cyanopyridine","-","Koerner","charochkina","A3555","12767145","-","-","1.45","Log unit","1.45","Log unit","n1cc(ccc1)C#N","5.395","Log unit","0","1.3959","Log unit","","","-","-","GZPHSAQLYPIAIN-UHFFFAOYSA"
"OC(=O)C(Br)(Br)Br","-","R933073","M17426","-","-","TRIBROMOACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","-0.15","Log unit","-0.15","Log unit","OC(=O)C(Br)(Br)Br","-0.28","Log unit","0","0.7051","Log unit","","","-","-","QIONYIKHPASLHO-UHFFFAOYSA"
"OC(=O)C(Cl)(Cl)Cl","-","R933074","M17430","-","-","TRICHLOROACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","0.52","Log unit","0.52","Log unit","OC(=O)C(Cl)(Cl)Cl","-0.2","Log unit","0","1.7156","Log unit","","","-","-","YNJBWRMUSHSURL-UHFFFAOYSA"
"OC(=O)C(Cl)=C(Cl)Cl","-","R933075","M26582","-","-","TRICHLOROACRYLICACID","-","Koerner","charochkina","A3555","12767145","-","-","1.15","Log unit","1.15","Log unit","OC(=O)C(=C(Cl)Cl)Cl","1.63","Log unit","0","1.8346","Log unit","","","-","-","WMUBNWIGNSIRDH-UHFFFAOYSA"
"OC(=O)C(F)(F)F","-","R933076","M15134","-","-","TRIFLUOROACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","0.6","Log unit","0.6","Log unit","OC(=O)C(F)(F)F","0.39","Log unit","0","0.9503","Log unit","","","-","-","DTQVDTLACAAQTR-UHFFFAOYSA"
"OC(=O)C(F)=C(F)F","-","R933077","M66353","-","-","TRIFLUOROACRYLICACID","-","Koerner","charochkina","A3555","12767145","-","-","1.79","Log unit","1.79","Log unit","OC(=O)C(=C(F)F)F","1.43","Log unit","0","1.3471","Log unit","","","-","-","DVMSVWIURPPRBC-UHFFFAOYSA"
"OC(=O)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1","-","R933078","M22163","-","-","TRIPHENYLACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.96","Log unit","3.96","Log unit","OC(=O)C(c1ccccc1)(c1ccccc1)c1ccccc1","3.23","Log unit","0","4.2939","Log unit","","","-","-","DCYGAPKNVCQNOE-UHFFFAOYSA"
"N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O","-","R933079","M9178","-","-","TRYPTOPHAN1","-","Koerner","charochkina","A3555","12767145","-","-","2.46","Log unit","2.46","Log unit","OC(=O)C(N)Cc1c[nH]c2c1cccc2","2.02","Log unit","0","2.5439","Log unit","","","-","-","QIVBCDIJIAJPQS-VIFPVBQESA"
"N[C@@H](CC1=CC=C(O)C=C1)C(O)=O","-","R933080","M8281","-","-","TYROSINE1","-","Koerner","charochkina","A3555","12767145","-","-","2.2","Log unit","2.2","Log unit","OC(=O)C(N)Cc1ccc(cc1)O","1.93","Log unit","2","1.9998","Log unit","","","-","-","OUYCCCASQSFEME-QMMMGPOBSA"
"N[C@@H](CC1=CC=C(O)C=C1)C(O)=O","-","R933081","M8281","-","-","TYROSINE3","-","Koerner","charochkina","A3555","12767145","-","-","10.46","Log unit","10.46","Log unit","Oc1ccc(CC(N)C(=O)O)cc1","10.48","Log unit","0","9.7922","Log unit","","","-","-","OUYCCCASQSFEME-QMMMGPOBSA"
"O=C1NC2=C(N1)C(=O)NC(=O)N2","-","R933082","M6100","-","-","URICACID","-","Koerner","charochkina","A3555","12767145","-","-","5.4","Log unit","5.4","Log unit","[nH]1c(=O)[nH]c2c1c(=O)[nH]c(=O)[nH]2","7.1","Log unit","10","7.6145","Log unit","","","-","-","LEHOTFFKMJEONL-UHFFFAOYSA"
"CC(C)[C@H](N)C(O)=O","-","R933083","M6010","-","-","VALINE1","-","Koerner","charochkina","A3555","12767145","-","-","2.29","Log unit","2.29","Log unit","OC(=O)C(N)C(C)C","2.41","Log unit","0","2.7173","Log unit","","","-","-","KZSNJWFQEVHDMF-BYPYZUCNSA"
"N[C@H]1CCCC[C@H]1N","-","R933084","M124404","-","-","1,2-CYCLOHEXANEDIAMINE","-","Koerner","charochkina","A3555","12767145","-","-","9.84","Log unit","9.84","Log unit","NC1CCCCC1N","10.208","Log unit","0","9.9853","Log unit","","","-","-","SSJXIUAHEKJCMH-OLQVQODUSA"
"CN1C(C)=NC2=C1C=CC(=C2)N(=O)=O","-","R933085","M124405","-","-","1,2-DIMETHYL-5-NITROBENZIMIDAZOLE","-","Koerner","charochkina","A3555","12767145","-","-","4.4","Log unit","4.4","Log unit","n1c(n(c2ccc(cc12)N(=O)=O)C)C","3.865","Log unit","0","4.6463","Log unit","","","-","-","CRRGPIBVQLNTRN-UHFFFAOYSA"
"CN1C(C)=NC2=C1C=C(C=C2)N(=O)=O","-","R933086","M124406","-","-","1,2-DIMETHYL-6-NITROBENZIMIDAZOLE","-","Koerner","charochkina","A3555","12767145","-","-","4.2","Log unit","4.2","Log unit","n1c(n(c2cc(ccc12)N(=O)=O)C)C","4.484","Log unit","0","5.6192","Log unit","","","-","-","KMYYUEOTHDFXLA-UHFFFAOYSA"
"CN1C(C)=NC2=C1C=CC=C2","-","R933087","M124407","-","-","1,2-DIMETHYLBENZIMIDAZOLE","-","Koerner","charochkina","A3555","12767145","-","-","6.55","Log unit","6.55","Log unit","n1c(n(c2ccccc12)C)C","6.617","Log unit","0","6.1947","Log unit","","","-","-","PJQIBTFOXWGAEN-UHFFFAOYSA"
"N[C@H]1C[C@@H](N)C[C@H](N)C1","-","R933088","M124408","-","-","1,3,5-CYCLOHEXANETRIAMINE","-","Koerner","charochkina","A3555","12767145","-","-","10.4","Log unit","10.4","Log unit","NC1CC(CC(C1)N)N","10.25","Log unit","0","10.8405","Log unit","","","-","-","UYAUGHKQCCCFDK-KXGDERBTSA"
"NCC(CN)CN","-","R933089","M124409","-","-","1,3-DIAMINO-2-AMINOMETHYLPROPANE","-","Koerner","charochkina","A3555","12767145","-","-","10.38","Log unit","10.38","Log unit","NCC(CN)CN","9.787","Log unit","0","10.6224","Log unit","","","-","-","XXZJETFEIRYFCD-UHFFFAOYSA"
"CN1CCCC=C1C","-","R933090","M124410","-","-","1,4,5,6-TETRAHYDRO-1,2-DIMETHYLPYRIDINE","-","Koerner","charochkina","A3555","12767145","-","-","11.38","Log unit","11.38","Log unit","N1(C(=CCCC1)C)C","9.733","Log unit","0","9.9609","Log unit","","","-","-","UESXQASBXUNZTI-UHFFFAOYSA"
"CC1=CCCCN1","-","R933091","M124411","-","-","1,4,5,6-TETRAHYDRO-2-METHYLPYRIDINE","-","Koerner","charochkina","A3555","12767145","-","-","9.53","Log unit","9.53","Log unit","N1C(=CCCC1)C","11.212","Log unit","0","10.0415","Log unit","","","-","-","MZJNLFJJQLRMAJ-UHFFFAOYSA"
"NCCCCN","-","R933092","M18732","-","-","1,4-BUTANEDIAMINE","-","Koerner","charochkina","A3555","12767145","-","-","10.82","Log unit","10.82","Log unit","NCCCCN","11.548","Log unit","0","10.5051","Log unit","","","-","-","KIDHWZJUCRJVML-UHFFFAOYSA"
"NCCCCCN","-","R933093","M20570","-","-","1,5-pentanediamine","-","Koerner","charochkina","A3555","12767145","-","-","10.92","Log unit","10.92","Log unit","NCCCCCN","10.584","Log unit","0","10.5065","Log unit","","","-","-","VHRGRCVQAFMJIZ-UHFFFAOYSA"
"OCCN1C=NC2=C1C=CC=C2","-","R933094","M124412","-","-","1-(2-HYDROXYETHYL)BENZIMIDAZOLE","-","Koerner","charochkina","A3555","12767145","-","-","5.26","Log unit","5.26","Log unit","n1cn(c2ccccc12)CCO","5.733","Log unit","0","5.6049","Log unit","","","-","-","DJRLXHBFATVHJX-UHFFFAOYSA"
"C=CCN1CCCCC1","-","R933095","M124413","-","-","1-ALLYLPIPERIDINE","-","Koerner","charochkina","A3555","12767145","-","-","9.65","Log unit","9.65","Log unit","N1(CC=C)CCCCC1","9.882","Log unit","0","9.4141","Log unit","","","-","-","KYGMSGYKSGNPHM-UHFFFAOYSA"
"NC1(CCCCCC1)C(O)=O","-","R933096","M31559","-","-","1-AMINO-1-CYCLOHEPTANECARBOXYLICACID2","-","Koerner","charochkina","A3555","12767145","-","-","10.46","Log unit","10.46","Log unit","NC1(CCCCCC1)C(=O)O","10.259","Log unit","0","9.8254","Log unit","","","-","-","IINRZEIPFQHEAP-UHFFFAOYSA"
"NC1(CCCCC1)C(O)=O","-","R933097","M27358","-","-","1-AMINO-1-CYCLOHEXANECARBOXYLICACID2","-","Koerner","charochkina","A3555","12767145","-","-","10.03","Log unit","10.03","Log unit","NC1(CCCCC1)C(=O)O","10.298","Log unit","0","9.8254","Log unit","","","-","-","WOXWUZCRWJWTRT-UHFFFAOYSA"
"CCC(CN)(CN)CN","-","R933098","M124414","-","-","1-AMINO-2-DI(AMINOMETHYL)BUTANE","-","Koerner","charochkina","A3555","12767145","-","-","9.66","Log unit","9.66","Log unit","NCC(CN)(CN)CC","10.302","Log unit","0","10.3071","Log unit","","","-","-","RDFHRHZQKZRRKZ-UHFFFAOYSA"
"CC(C)CCN","-","R933099","M862","-","-","1-Amino-3-methylbutane","-","Koerner","charochkina","A3555","12767145","-","-","10.64","Log unit","10.64","Log unit","NCCC(C)C","10.595","Log unit","0","10.1979","Log unit","","","-","-","BMFVGAAISNGQNM-UHFFFAOYSA"
"C[C@@H](N)S(O)(=O)=O","-","R933100","M124267","-","-","1-AMINOETHANESULFONICACID2","-","Koerner","charochkina","A3555","12767145","-","-","9.06","Log unit","9.06","Log unit","NC(C)S(=O)(=O)O","10.406","Log unit","0","7.6022","Log unit","","","-","-","SDHMGKANHNMOSS-REOHCLBHSA"
"C(N1CCCC1)C1=CC=CC=C1","-","R933101","M83925","-","-","1-Benzylpyrrolidine","-","Koerner","charochkina","A3555","12767145","-","-","9.51","Log unit","9.51","Log unit","N1(CCCC1)Cc1ccccc1","9.27","Log unit","0","9.6375","Log unit","","","-","-","CWEGCQIIDCZZED-UHFFFAOYSA"
"CC1=NC2=C(C=CC=C2)N1CCC#N","-","R933102","M124415","-","-","1-CYANOETHYL-2-METHYLBENZIMIDAZOLE","-","Koerner","charochkina","A3555","12767145","-","-","5.7","Log unit","5.7","Log unit","n1c(n(c2ccccc12)CCC#N)C","6.516","Log unit","0","6.1614","Log unit","","","-","-","OKPRJLQPVVMRMX-UHFFFAOYSA"
"N#CCCN1C=NC2=C1C=CC=C2","-","R933103","M124416","-","-","1-CYANOETHYLBENZIMIDAZOLE","-","Koerner","charochkina","A3555","12767145","-","-","4.3","Log unit","4.3","Log unit","n1cn(c2ccccc12)CCC#N","5.748","Log unit","0","5.6144","Log unit","","","-","-","HCNGGCURDWJVBE-UHFFFAOYSA"
"CCN1CCC=C1C","-","R933104","M124417","-","-","1-ETHYL-2-METHYL-2-PYRROLINE","-","Koerner","charochkina","A3555","12767145","-","-","11.84","Log unit","11.84","Log unit","N1(CCC=C1C)CC","11.609","Log unit","0","10.3234","Log unit","","","-","-","MOEZDHDBWWXTTG-UHFFFAOYSA"
"CCN1CCCC[C@@H]1C","-","R933105","M124418","-","-","1-ETHYL-2-METHYLPIPERIDINE","-","Koerner","charochkina","A3555","12767145","-","-","10.66","Log unit","10.66","Log unit","N1(C(CCCC1)C)CC","10.914","Log unit","0","10.3357","Log unit","","","-","-","LPCWDBCEHWHJGX-QMMMGPOBSA"
"CCN1C=NC2=C1C=CC=C2","-","R933106","M124419","-","-","1-ETHYLBENZIMIDAZOLE","-","Koerner","charochkina","A3555","12767145","-","-","5.59","Log unit","5.59","Log unit","n1cn(c2ccccc12)CC","5.944","Log unit","0","5.624","Log unit","","","-","-","WVNMLOGVAVGQIT-UHFFFAOYSA"
"CCN1C=CN=C1","-","R933107","M31667","-","-","1-ETHYLIMIDAZOLE","-","Koerner","charochkina","A3555","12767145","-","-","7.3","Log unit","7.3","Log unit","n1cn(cc1)CC","7.044","Log unit","0","6.7916","Log unit","","","-","-","IWDFHWZHHOSSGR-UHFFFAOYSA"
"OCN1C=NC2=C1C=CC=C2","-","R933108","M124420","-","-","1-HYDROXYMETHYLBENZIMIDAZOLE","-","Koerner","charochkina","A3555","12767145","-","-","5.41","Log unit","5.41","Log unit","n1cn(c2ccccc12)CO","5.794","Log unit","0","5.4108","Log unit","","","-","-","IWCRZZKSGBFRSJ-UHFFFAOYSA"
"CC(C)N1C=NC2=C1C=CC=C2","-","R933109","M124421","-","-","1-ISOPROPYLBENZIMIDAZOLE","-","Koerner","charochkina","A3555","12767145","-","-","5.71","Log unit","5.71","Log unit","n1cn(c2ccccc12)C(C)C","6.121","Log unit","0","5.5986","Log unit","","","-","-","UMJVKPYTXOUBSB-UHFFFAOYSA"
"CN1CC=CC1","-","R933110","M124422","-","-","1-METHYL-3-PYRROLINE","-","Koerner","charochkina","A3555","12767145","-","-","9.88","Log unit","9.88","Log unit","N1(CC=CC1)C","9.469","Log unit","0","9.3295","Log unit","","","-","-","AHVYPIQETPWLSZ-UHFFFAOYSA"
"CN1C=NC2=C1C=CC=C2N(=O)=O","-","R933111","M124423","-","-","1-METHYL-4-NITROBENZIMIDAZOLE","-","Koerner","charochkina","A3555","12767145","-","-","3.86","Log unit","3.86","Log unit","n1cn(c2cccc(c12)N(=O)=O)C","3.242","Log unit","0","2.707","Log unit","","","-","-","RFLMKPLHWAENSE-UHFFFAOYSA"
"CN1C=NC(=C1)C1=CC=CC=C1","-","R933112","M124424","-","-","1-METHYL-4-PHENYLIMIDAZOLE","-","Koerner","charochkina","A3555","12767145","-","-","5.78","Log unit","5.78","Log unit","n1cn(cc1c1ccccc1)C","6.58","Log unit","0","5.7824","Log unit","","","-","-","KTGYDKACJATEDM-UHFFFAOYSA"
"CN1C=NC2=C1C=CC(=C2)N(=O)=O","-","R933113","M124425","-","-","1-METHYL-5-NITROBENZIMIDAZOLE","-","Koerner","charochkina","A3555","12767145","-","-","3.4","Log unit","3.4","Log unit","n1cn(c2ccc(cc12)N(=O)=O)C","2.868","Log unit","0","4.1001","Log unit","","","-","-","AMIYGFTVNIDCPN-UHFFFAOYSA"
"CN1C=NC=C1N(=O)=O","-","R933114","M27746","-","-","1-METHYL-5-NITROIMIDAZOLE","-","Koerner","charochkina","A3555","12767145","-","-","2.13","Log unit","2.13","Log unit","n1cn(c(c1)N(=O)=O)C","6.896","Log unit","0","2.6338","Log unit","","","-","-","JLZXSFPSJJMRIX-UHFFFAOYSA"
"CN1C=NC2=C1C=C(C=C2)N(=O)=O","-","R933115","M124426","-","-","1-METHYL-6-NITROBENZIMIDAZOLE","-","Koerner","charochkina","A3555","12767145","-","-","3.67","Log unit","3.67","Log unit","n1cn(c2cc(ccc12)N(=O)=O)C","2.868","Log unit","0","5.0674","Log unit","","","-","-","HVZQEZDKCBTTTL-UHFFFAOYSA"
"CN1C=NC2=C1C(=CC=C2)N(=O)=O","-","R933116","M124427","-","-","1-METHYL-7-NITROBENZIMIDAZOLE","-","Koerner","charochkina","A3555","12767145","-","-","3.25","Log unit","3.25","Log unit","n1cn(c2c(cccc12)N(=O)=O)C","3.86","Log unit","0","4.0276","Log unit","","","-","-","KEABNFLSDJZPEP-UHFFFAOYSA"
"CN1C=NC2=C1C=CC=C2","-","R933117","M109304","-","-","1-methylbenzimidazole","-","Koerner","charochkina","A3555","12767145","-","-","5.54","Log unit","5.54","Log unit","n1cn(c2ccccc12)C","5.82","Log unit","0","5.6494","Log unit","","","-","-","FGYADSCZTQOAFK-UHFFFAOYSA"
"CN1C=CN=C1","-","R933118","M22534","-","-","1-methylimidazole","-","Koerner","charochkina","A3555","12767145","-","-","7.06","Log unit","7.06","Log unit","n1cn(cc1)C","7.218","Log unit","0","6.8177","Log unit","","","-","-","MCTWTZJPVLRJOU-UHFFFAOYSA"
"CN1CCCC1","-","R933119","M19070","-","-","1-METHYLPYRROLIDINE","-","Koerner","charochkina","A3555","12767145","-","-","10.46","Log unit","10.46","Log unit","N1(CCCC1)C","10.418","Log unit","0","10.0774","Log unit","","","-","-","AVFZOVWCLRSYKC-UHFFFAOYSA"
"CCCCN1C=NC2=C1C=C(C)C=C2","-","R933120","M124428","-","-","1-N-BUTYLBENZIMIDAZOLE","-","Koerner","charochkina","A3555","12767145","-","-","5.29","Log unit","5.29","Log unit","n1cn(c2cc(ccc12)C)CCCC","5.711","Log unit","0","5.8341","Log unit","","","-","-","BYOFGGVWOZBURN-UHFFFAOYSA"
"CCCN1C=NC2=C1C=CC=C2","-","R933121","M124429","-","-","1-N-PROPYLBENZIMIDAZOLE","-","Koerner","charochkina","A3555","12767145","-","-","5.44","Log unit","5.44","Log unit","n1cn(c2ccccc12)CCC","5.3","Log unit","0","5.622","Log unit","","","-","-","LZUVIELFLONRSS-UHFFFAOYSA"
"NC1=CC=CC2=C1C=CC=C2","-","R933122","M10056","-","-","1-naphthylamine","-","Koerner","charochkina","A3555","12767145","-","-","3.92","Log unit","3.92","Log unit","Nc1cccc2ccccc12","3.488","Log unit","0","4.1299","Log unit","","","-","-","RUFPHBVGCFYCNW-UHFFFAOYSA"
"CC1=CC(C)=C(C)N=C1C","-","R933123","M28657","-","-","2,3,5,6-TETRAMETHYLPYRIDINE","-","Koerner","charochkina","A3555","12767145","-","-","7.9","Log unit","7.9","Log unit","n1c(c(cc(c1C)C)C)C","7.788","Log unit","0","7.2969","Log unit","","","-","-","ZAAVUWIYUMVQJG-UHFFFAOYSA"
"CC1=CC=C(C)C(C)=N1","-","R933124","M25180","-","-","2,3,6-TRIMETHYLPYRIDINE","-","Koerner","charochkina","A3555","12767145","-","-","7.6","Log unit","7.6","Log unit","n1c(c(ccc1C)C)C","7.327","Log unit","0","6.9116","Log unit","","","-","-","UTBIMNXEDGNJFE-UHFFFAOYSA"
"C[C@H](N)[C@H](C)N","-","R933125","M124430","-","-","2,3-BUTANEDIAMINE","-","Koerner","charochkina","A3555","12767145","-","-","10.0","Log unit","10.0","Log unit","NC(C(C)N)C","9.962","Log unit","0","9.9524","Log unit","","","-","-","GHWVXCQZPNWFRO-IMJSIDKUSA"
"CC1=CC=CC(N)=C1C","-","R933126","M12003","-","-","2,3-Dimethylaniline","-","Koerner","charochkina","A3555","12767145","-","-","4.7","Log unit","4.7","Log unit","Nc1c(c(ccc1)C)C","4.508","Log unit","0","4.6742","Log unit","","","-","-","VVAKEQGKZNKUSU-UHFFFAOYSA"
"CC1=NC(C)=C(C)N1","-","R933127","M67832","-","-","2,4,5-Trimethylimidazole","-","Koerner","charochkina","A3555","12767145","-","-","8.92","Log unit","8.92","Log unit","n1c([nH]c(c1C)C)C","8.981","Log unit","0","7.7647","Log unit","","","-","-","PTBPTNCGZUOCBK-UHFFFAOYSA"
"CC1=CC(C)=C(N)C(C)=C1","-","R933128","M5942","-","-","2,4,6-Trimethylaniline","-","Koerner","charochkina","A3555","12767145","-","-","4.38","Log unit","4.38","Log unit","Nc1c(cc(cc1C)C)C","4.999","Log unit","0","4.6452","Log unit","","","-","-","KWVPRPSXBZNOHS-UHFFFAOYSA"
"CC1=CC(C)=NC(C)=C1","-","R933129","M18671","-","-","2,4,6-Trimethylpyridine","-","Koerner","charochkina","A3555","12767145","-","-","7.43","Log unit","7.43","Log unit","n1c(cc(cc1C)C)C","7.581","Log unit","0","7.307","Log unit","","","-","-","BWZVCCNYKMEVEX-UHFFFAOYSA"
"CC1=NC2=C(C=CC=C2O)C(C)=C1","-","R933130","M124280","-","-","2,4-DIMETHYL-8-HYDROXYQUINOLINE","-","Koerner","charochkina","A3555","12767145","-","-","6.2","Log unit","6.2","Log unit","n1c(cc(c2cccc(c12)O)C)C","6.297","Log unit","1","5.2585","Log unit","","","-","-","UXFZNPGAWHMSRK-UHFFFAOYSA"
